gene_id,3-9-mock1-13_S20,3-9-mock2-14_S1,3-9-wt1-15_S2,3-9-wt2-16_S16,CoV002-CoV2-1-indexG4_S4,CoV002-CoV2-2-indexG5_S5,CoV002-CoV2-3-indexG6_S6,CoV002-mock1-indexG1_S1,CoV002-mock2-indexG2_S2,CoV002-mock3-indexG3_S3,SARS004-CoV2-1_S4,SARS004-CoV2-2_S5,SARS004-CoV2-3_S6,SARS004-mock-1_S1,SARS004-mock-2_S2,SARS004-mock-3_S3,svRNA184-RSV-1-indexF4_S16,svRNA184-RSV-3-indexH9_S18,svRNA184-mock-1-indexF1_S13,svRNA184-mock-3-indexF3_S15
ENSG00000242268.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.19089,0,0,0,0,0,0,0,0,0,0,32,21,22,33,26,22,0,0,0,12
ENSG00000270112.3,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0
ENSG00000278814.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000269416.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000225275.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000273639.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000201788.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000276644.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240423.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000236040.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.28363,2,4,0,0,29,38,48,8,15,27,246,81,62,97,80,61,4,0,16,22
MSTRG.3032,0,0,0,0,0,0,0,0,0,0,68,24,23,34,42,26,0,0,5,0
ENSG00000264981.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000252650.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000166391.14,0,0,0,0,0,0,0,0,0,0,4,4,1,0,0,0,0,0,0,0
MSTRG.28360,297,606,569,146,1249,1690,1906,739,898,1470,4757,1534,1547,2076,1738,1825,177,220,870,1043
ENSG00000232001.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270469.1,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
ENSG00000262950.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000280038.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000251538.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.11443,3,6,4,0,2,12,14,2,6,8,0,0,0,0,4,0,0,7,3,9
ENSG00000251044.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000236667.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.19848,71,117,111,22,208,212,394,105,165,309,0,0,0,0,0,0,50,70,208,224
MSTRG.19849,6,13,14,2,44,78,65,30,60,78,0,0,0,0,0,0,16,41,58,110
MSTRG.19846,16,49,10,4,72,92,113,58,50,119,0,0,0,0,0,0,18,36,66,77
MSTRG.19847,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.19844,250,388,688,136,826,1071,1825,489,668,1220,1904,664,660,1205,693,718,75,103,344,345
MSTRG.19845,4,7,18,6,343,421,552,145,283,433,0,0,0,0,0,0,27,44,52,62
MSTRG.19842,1691,3336,1408,521,7526,10329,13128,4392,5899,10273,6100,1865,2062,3180,2013,2188,1860,2883,7411,10378
MSTRG.19843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
MSTRG.19840,0,0,0,1,0,2,2,0,1,1,0,0,0,0,0,0,0,1,0,0
MSTRG.19841,1,3,0,0,3,5,1,0,0,3,0,0,0,2,0,0,0,1,0,3
MSTRG.15172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.15173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.15170,9,24,31,10,57,85,144,27,32,75,0,2,0,7,8,5,25,110,262,210
MSTRG.15171,0,0,0,0,0,0,0,0,0,0,26,19,13,0,0,0,0,0,0,0
MSTRG.15176,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0
MSTRG.15177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.15174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.15175,0,14,7,0,44,61,108,23,32,71,12,4,4,0,0,6,18,35,323,329
ENSG00000226753.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.15179,21,26,10,0,23,22,51,9,14,22,24,0,8,6,0,8,5,5,71,73
ENSG00000214062.5,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0
MSTRG.10522,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.10523,0,0,0,0,0,1,0,0,1,0,0,0,2,1,0,1,0,0,0,0
ENSG00000274219.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.10521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.10526,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,0,0,0,0,0
MSTRG.10527,0,0,0,0,0,1,1,0,0,0,2,0,0,3,0,2,0,0,0,0
MSTRG.10524,0,0,0,0,0,2,1,0,0,2,0,2,0,2,6,0,0,0,0,0
MSTRG.10525,0,0,1,1,1,1,2,1,0,2,1,1,0,0,0,0,0,0,0,0
MSTRG.10528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.10529,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,1,0,0,0,0
MSTRG.14784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000254465.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000159289.6,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
ENSG00000101292.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000166634.6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
ENSG00000199812.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.5660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.5661,0,0,0,0,0,0,0,0,0,0,60,18,13,18,15,28,0,0,0,0
MSTRG.5662,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.5663,8146,14114,10118,3788,19031,26453,32147,12183,15370,33714,209900,69529,68817,109037,75576,85309,1465,1936,6910,7680
MSTRG.5664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000254092.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.5666,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,4,0,0,0,3
MSTRG.5667,10419,19427,16257,4759,43846,61991,70297,25198,33030,56978,103305,33317,33722,48531,32880,37764,17661,17958,57007,78604
MSTRG.5668,0,0,0,0,0,0,0,0,0,2,5,0,2,3,4,2,0,1,2,2
MSTRG.5669,1209,2154,1598,518,5183,6290,6825,2634,3311,5662,14308,5098,5202,7078,5357,5779,1883,2848,6603,8634
ENSG00000278732.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000207630.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000275592.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255560.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270542.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000118972.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000264104.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000221372.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000249156.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.6675,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ENSG00000166007.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000278923.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000167768.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240961.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.3848,0,0,0,0,18,19,27,8,13,22,143,53,38,87,31,84,21,28,35,33
MSTRG.3849,0,0,0,0,0,0,3,0,0,0,10,0,0,9,0,0,0,0,0,0
ENSG00000273406.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199903.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.3843,0,0,0,0,0,0,0,0,0,0,0,5,0,0,9,0,0,0,0,0
MSTRG.3840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
MSTRG.3841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
MSTRG.3846,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
MSTRG.3847,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0
MSTRG.3844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000279936.1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0
MSTRG.18719,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
MSTRG.18718,0,0,0,0,0,0,0,0,0,0,99,25,30,32,50,34,0,0,0,0
MSTRG.18715,0,0,2,0,0,0,0,0,0,0,8,7,2,16,6,8,0,0,0,0
MSTRG.18714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.18717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.18716,0,0,0,0,0,0,0,0,0,0,401,118,137,269,139,139,0,0,0,0
MSTRG.18711,11,7,43,14,25,54,58,22,26,58,62,22,9,50,23,36,9,26,68,54
MSTRG.18710,0,0,4,0,0,2,0,2,2,1,0,0,0,0,0,0,3,0,0,0
MSTRG.18713,22,44,117,34,76,90,109,31,35,90,76,18,31,30,32,16,19,20,54,75
MSTRG.18712,5,0,0,0,3,0,2,0,0,3,0,0,2,0,0,0,0,0,2,6
ENSG00000277780.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000278218.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000278933.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000202175.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000235523.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277826.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000158639.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000232968.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000201398.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000235571.1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,2
ENSG00000228997.1,0,0,0,0,0,0,0,0,0,0,8,0,0,1,1,4,0,0,0,0
MSTRG.20575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
MSTRG.16188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000230231.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000164283.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227489.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.28936,46,74,111,22,195,288,350,97,128,282,261,103,72,55,61,88,92,140,375,356
MSTRG.6310,270,518,639,116,847,1179,1662,465,603,1045,1523,529,520,978,555,522,127,211,654,642
MSTRG.6313,0,2,2,1,7,8,6,6,10,5,0,0,0,0,0,0,4,4,8,24
MSTRG.28935,262,549,698,136,1268,1686,2603,676,791,1628,2218,853,730,1081,614,745,222,420,1195,1232
MSTRG.28932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.28933,105,194,210,23,347,414,623,189,228,474,2020,570,615,1306,703,713,27,51,321,295
MSTRG.6317,416,782,1083,160,1330,1691,2722,617,876,1624,1137,400,374,556,423,478,201,364,1297,1291
MSTRG.28931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.6319,74,216,324,38,264,372,542,111,181,341,500,266,197,525,329,232,40,118,473,384
MSTRG.6318,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSG00000204581.2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
MSTRG.28938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277919.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000225488.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.16185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000164112.12,0,0,0,0,12,7,0,0,0,5,0,0,0,0,0,0,0,0,0,0
ENSG00000230039.1,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
ENSG00000244661.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.33374,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6
MSTRG.33375,709,1498,2047,359,2561,2989,5045,1230,1847,3456,3023,999,968,2187,895,1034,155,317,1560,1122
MSTRG.33376,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
MSTRG.33377,0,3,4,0,0,0,4,2,0,7,14,5,2,6,5,0,0,0,3,0
MSTRG.33370,33,91,134,21,96,140,190,79,81,148,0,0,0,0,0,0,18,43,131,127
MSTRG.33371,59,94,87,12,285,360,455,161,300,360,187,59,111,120,71,74,68,92,334,415
MSTRG.30939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.33373,7,38,42,8,39,50,66,32,36,79,0,0,0,0,0,0,8,37,101,104
MSTRG.30937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
ENSG00000237709.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.30935,0,0,0,0,0,4,13,0,6,0,18,0,16,19,19,20,0,0,0,0
MSTRG.30934,246,563,687,127,720,901,1618,237,522,976,816,342,312,723,452,363,36,68,464,344
MSTRG.30933,29,30,37,10,164,200,193,72,113,184,127,50,64,51,73,53,37,118,436,409
MSTRG.33379,0,0,18,0,10,11,20,7,5,17,0,0,0,0,0,0,0,8,13,19
MSTRG.30931,303,741,785,137,1076,1412,2182,591,812,1352,3612,1277,1367,2086,1386,1356,141,335,1069,1049
MSTRG.30930,316,856,1241,136,812,954,1801,420,592,1111,1546,679,525,1032,620,748,227,412,1297,1838
ENSG00000207116.1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,0,0
ENSG00000214866.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000259916.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000225856.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000253449.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000229827.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
ENSG00000250210.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000249339.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000261949.5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
ENSG00000250885.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000089116.3,0,0,0,0,0,0,0,0,0,0,28,6,26,25,17,19,0,0,0,0
MSTRG.26717,387,712,905,196,1107,1555,1870,645,736,1310,8458,2548,2488,4569,3054,3287,196,408,1787,1654
ENSG00000224695.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000106038.12,0,0,0,0,5,0,8,0,0,5,0,0,0,0,0,0,0,0,8,9
ENSG00000225170.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000183631.4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0
ENSG00000199836.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.34355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000257510.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000243073.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240809.1,0,1,0,0,0,2,2,0,0,3,6,2,3,7,3,7,0,3,0,0
ENSG00000224560.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227233.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.12876,0,0,0,0,8,14,14,3,3,19,21,8,13,4,2,11,4,2,11,7
MSTRG.32429,0,0,0,0,0,0,0,0,0,5,3707,1236,1239,3738,1542,1463,0,0,18,22
ENSG00000135903.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.32423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.32422,0,0,0,0,0,0,0,0,0,0,21,10,3,5,6,3,0,0,0,2
MSTRG.32421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.32420,0,0,0,0,0,0,0,3,0,0,3,2,0,17,7,0,0,0,0,0
MSTRG.32427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.32426,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
MSTRG.32425,0,0,0,0,0,0,0,0,0,0,10,0,8,0,7,4,0,0,10,9
MSTRG.32424,0,0,0,0,0,0,0,0,0,0,52,12,14,25,12,15,0,0,0,0
ENSG00000251286.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000272456.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.12877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000225270.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000235023.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,64,46
MSTRG.34352,0,5,0,0,3,8,6,0,0,3,0,0,0,0,7,4,0,0,6,8
MSTRG.208,1683,3514,4030,789,6337,8637,10839,3434,4720,8445,8658,3007,2728,3963,2674,3128,2024,2915,7420,10464
MSTRG.209,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0
ENSG00000211682.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231630.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270997.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.200,0,3,1,0,7,4,4,0,4,6,2,0,0,0,0,0,4,19,25,30
MSTRG.201,641,1440,1895,442,2392,3094,4830,1296,1753,3183,7571,2788,2525,4297,2630,3213,444,891,2384,2432
MSTRG.202,0,5,14,0,5,0,14,5,11,7,10,4,10,6,7,2,0,0,10,7
MSTRG.203,100,141,187,38,121,165,253,105,124,216,388,154,183,336,210,251,13,30,189,144
ENSG00000231827.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.14789,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000259221.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000202534.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000205693.3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,0
MSTRG.9992,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,0,0,3,12,14
MSTRG.9993,0,13,0,0,0,11,20,0,0,14,0,11,0,17,0,0,12,4,13,70
MSTRG.9990,3,3,0,0,3,4,9,1,4,8,35,1,3,17,23,14,13,13,9,16
MSTRG.9991,696,1598,1469,263,2713,3607,4780,1338,1844,3256,10881,3516,3564,4810,3219,3852,614,1070,3476,3784
MSTRG.9996,28,71,5,17,250,384,370,182,202,372,50,16,18,37,19,15,120,87,345,363
MSTRG.9997,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0
ENSG00000253946.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.9995,0,2,2,0,0,0,1,0,0,0,0,0,0,7,0,6,0,0,0,4
MSTRG.9998,436,995,236,129,1782,2349,2579,907,1169,2257,524,163,183,242,179,218,547,934,1935,2300
MSTRG.9999,3,0,0,0,3,8,6,2,4,5,11,2,0,0,0,0,3,1,16,19
ENSG00000263870.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.551,0,0,0,0,5,0,4,0,5,0,0,0,0,0,0,0,0,0,4,8
ENSG00000273305.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250927.1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
ENSG00000235110.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277670.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227863.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000259235.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000178821.12,5,4,0,0,15,36,15,0,0,13,17,4,0,0,0,0,5,4,36,24
ENSG00000222054.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000171115.3,0,0,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
MSTRG.16478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000232301.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.557,167,329,218,45,567,721,878,365,396,665,3123,987,987,1546,1042,1188,141,192,750,919
ENSG00000227851.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.34748,0,1,0,0,1,3,4,6,0,4,0,0,0,0,3,0,0,0,0,1
ENSG00000112273.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000166368.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.12873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.32268,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0
MSTRG.34740,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
MSTRG.34741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.34742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
ENSG00000034239.10,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
MSTRG.34744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.34745,8,25,11,3,37,54,95,34,15,52,13,4,23,17,6,10,22,91,221,217
MSTRG.34746,24,47,66,15,50,79,159,21,39,109,40,19,16,27,22,24,23,85,260,349
MSTRG.34747,0,3,0,0,3,3,4,2,0,4,6,0,2,0,2,0,0,2,2,1
ENSG00000201529.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
MSTRG.26057,40,98,154,44,526,606,875,239,308,537,3910,1055,980,1249,904,1045,210,361,472,512
ENSG00000241352.3,0,0,0,3,1,4,4,0,0,3,14,3,5,10,4,6,0,0,3,2
MSTRG.23347,0,2,3,0,2,0,6,5,4,3,23,12,12,27,10,7,4,2,0,1
MSTRG.23017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.7259,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000216902.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.26938,0,3,5,0,3,9,12,3,0,4,0,0,0,0,0,0,17,22,69,33
MSTRG.26939,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
MSTRG.5980,0,4,3,0,3,8,15,4,10,13,22,10,9,8,16,21,0,8,9,15
MSTRG.26934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.26935,0,0,0,2,0,3,0,0,0,2,0,0,0,0,0,2,0,4,0,0
MSTRG.26936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.26937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.26930,0,0,0,0,0,0,6,0,0,0,8,6,5,0,0,4,0,0,10,18
MSTRG.26931,175,389,468,96,859,1101,1500,436,529,936,13955,4623,4697,7566,4508,5005,130,250,700,708
MSTRG.26932,0,0,0,0,2,0,0,0,0,0,4,0,2,0,2,0,0,0,5,0
MSTRG.26933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000251249.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
