gene_id,3-9-mock1-13_S20,3-9-mock2-14_S1,3-9-wt1-15_S2,3-9-wt2-16_S16,CoV002-CoV2-1-indexG4_S4,CoV002-CoV2-2-indexG5_S5,CoV002-CoV2-3-indexG6_S6,CoV002-mock1-indexG1_S1,CoV002-mock2-indexG2_S2,CoV002-mock3-indexG3_S3,SARS004-CoV2-1_S4,SARS004-CoV2-2_S5,SARS004-CoV2-3_S6,SARS004-mock-1_S1,SARS004-mock-2_S2,SARS004-mock-3_S3,svRNA184-RSV-1-indexF4_S16,svRNA184-RSV-3-indexH9_S18,svRNA184-mock-1-indexF1_S13,svRNA184-mock-3-indexF3_S15
MSTRG.24589,0,2,0,0,10,14,9,3,0,0,0,8,3,0,0,4,0,0,0,0
MSTRG.25758,2,4,3,0,0,0,6,0,2,2,3,0,2,0,4,1,4,0,3,4
ENSG00000253611.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.35000,12,39,20,16,44,56,50,18,37,42,25,19,23,21,30,14,41,85,143,230
MSTRG.24588,0,2,0,0,1,2,2,1,0,0,21,2,0,6,2,4,1,0,3,2
MSTRG.11798,0,0,0,0,1,0,0,2,0,0,1,0,0,2,0,0,0,0,0,0
MSTRG.21572,4,12,5,1,17,18,32,11,15,23,2,2,7,0,0,12,0,0,43,31
MSTRG.11799,188,321,533,83,634,880,1208,413,416,899,1110,436,365,584,424,441,90,239,622,719
MSTRG.24586,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ENSG00000175535.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000237074.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.28538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.24584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000206780.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000235660.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000180053.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000281098.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.28532,0,0,0,0,2,0,0,1,0,0,6,0,5,14,6,2,0,0,0,1
ENSG00000258885.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.28530,41,124,44,31,305,320,432,136,239,321,3277,1059,1455,1620,1122,1229,135,212,519,728
MSTRG.28531,0,0,0,0,3,0,0,0,0,2,3,0,0,0,0,0,5,0,2,5
ENSG00000018625.14,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,6,14,24
MSTRG.28537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.28534,350,707,814,126,891,1145,1344,444,652,1021,7767,3071,2459,5255,3728,4400,103,204,681,747
MSTRG.28535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.34054,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0
MSTRG.34055,490,876,878,193,2323,2742,3049,1296,1537,2886,3026,1022,1192,1677,1201,1318,151,216,693,903
MSTRG.6717,0,0,0,0,0,0,0,0,0,0,829,266,289,404,228,251,0,0,0,0
MSTRG.34057,392,768,690,191,1785,2075,2324,970,1242,2058,1404,426,489,653,536,528,286,386,1232,1478
MSTRG.6711,0,0,0,0,0,0,0,0,0,0,726,210,205,225,125,217,0,0,0,0
MSTRG.34051,719,1537,983,372,2548,3581,3648,1385,1854,3316,1848,572,899,822,623,656,595,841,2058,2528
MSTRG.6713,275,610,777,130,1356,1559,2180,736,880,1635,6520,2174,1983,2683,1362,1660,130,218,440,486
MSTRG.34053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,6,0,0,0,0
ENSG00000229926.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.6719,0,0,0,0,6,0,4,0,0,0,330,141,148,194,249,177,0,0,14,0
MSTRG.34059,500,921,112,96,2609,3453,3509,1628,2041,3622,1444,415,772,773,601,659,409,478,1819,2147
ENSG00000120952.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.25752,0,3,1,0,0,0,0,0,0,0,15,15,8,4,4,29,0,0,0,0
ENSG00000228666.1,0,0,2,0,3,0,2,4,2,4,0,0,0,1,0,0,2,2,0,7
MSTRG.11796,0,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000122133.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.25754,60,88,90,16,76,70,125,61,40,110,778,318,318,673,439,475,15,37,86,94
ENSG00000229384.2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000169575.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.11794,0,0,0,0,10,0,14,11,0,13,69,10,14,20,20,13,0,3,27,24
ENSG00000207717.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000188263.10,0,0,0,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,8,0
MSTRG.11795,0,0,0,0,0,0,5,0,0,5,61,9,17,15,25,16,0,0,0,0
ENSG00000243531.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000237294.1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200794.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.7750,0,0,0,0,0,3,1,0,2,4,36,6,4,8,13,16,0,4,6,7
ENSG00000213900.2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
MSTRG.11428,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0
MSTRG.11429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000282881.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.11424,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000248590.2,0,5,0,0,10,13,5,2,7,8,0,0,0,0,0,0,0,5,7,3
MSTRG.11426,919,1828,1686,452,3739,5159,5900,2173,2735,4709,4888,1549,1421,2376,1427,1751,672,792,2721,3028
MSTRG.11427,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0
MSTRG.11420,1,0,4,4,4,17,22,5,5,13,6,4,6,5,2,3,10,8,32,44
ENSG00000234229.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.11422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.11423,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
ENSG00000279165.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000225259.4,5,4,14,0,2,17,10,5,4,9,33,9,8,26,15,29,0,0,9,0
ENSG00000231369.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000150201.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000236296.7,3,0,4,0,0,3,4,0,3,3,39,12,8,6,10,16,0,0,0,5
ENSG00000251080.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000169840.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000257310.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000233664.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000253866.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228528.1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
MSTRG.29667,193,301,353,111,873,1037,1302,493,582,938,1236,357,386,565,468,461,445,794,1623,1845
MSTRG.2332,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,2,2,1
ENSG00000277235.1,0,0,0,2,5,5,7,1,2,8,0,0,0,0,0,2,1,2,5,6
MSTRG.22397,389,704,544,153,1471,1936,1926,838,1016,1744,102,33,64,68,83,53,232,414,1371,1521
ENSG00000214222.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.29661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000253810.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.29660,0,13,8,0,20,37,31,10,6,24,82,21,20,50,25,11,0,0,37,55
MSTRG.11396,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
MSTRG.11397,0,0,0,0,1,3,4,1,0,0,0,0,4,0,0,1,0,1,0,0
MSTRG.11394,0,0,19,0,5,8,10,0,4,10,18,12,4,5,4,8,0,5,20,14
MSTRG.11395,364,842,754,184,1717,2041,2531,876,1139,1912,6562,2200,2385,2974,2266,2227,600,888,2322,3035
MSTRG.11392,0,20,0,0,15,18,19,14,13,22,35,8,7,7,9,6,14,8,20,48
MSTRG.22392,0,0,2,0,3,2,0,0,0,2,2,0,3,2,1,1,0,2,0,1
MSTRG.11390,298,662,433,178,978,1332,1530,558,798,1327,1885,511,666,870,601,658,340,553,1353,1674
MSTRG.11391,25,40,23,5,80,119,161,41,47,128,41,37,43,45,30,40,10,0,90,54
MSTRG.7442,6,19,22,0,19,38,51,17,22,42,0,0,0,0,0,0,27,30,60,72
MSTRG.7443,398,845,575,213,1585,2008,2209,952,1318,2009,198,85,75,99,80,84,202,270,1395,2047
MSTRG.7440,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
MSTRG.7441,0,0,0,0,32,57,73,17,39,70,0,0,0,0,0,0,0,19,38,78
MSTRG.7446,575,1157,1240,290,2510,3285,3978,1222,1498,2750,2666,915,949,1491,751,897,788,1216,2717,3033
MSTRG.7447,0,6,2,0,7,13,3,0,3,4,10,6,0,3,0,5,5,5,4,0
MSTRG.11398,227,400,232,80,1004,1260,1302,524,733,1190,2282,716,648,999,710,806,146,245,555,789
MSTRG.11399,0,0,0,0,7,7,0,7,0,7,1480,562,545,764,542,759,0,7,0,0
ENSG00000223064.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000252332.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
ENSG00000211582.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.33055,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,4,3
MSTRG.23449,8226,14048,13649,3604,37116,49109,51577,20746,28129,50241,91114,29263,31643,35307,23011,28333,3058,3621,9304,11767
MSTRG.133,7,8,0,0,15,18,12,14,19,20,17,11,0,6,15,4,9,19,43,99
MSTRG.23447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.23446,369,777,949,159,1215,1506,1953,641,743,1439,6395,2235,2314,3771,2207,2193,152,224,817,739
MSTRG.23445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.23444,101,247,240,57,380,439,669,208,241,525,807,336,329,625,329,263,68,105,346,349
MSTRG.23443,5,3,0,0,7,24,0,0,8,0,0,0,7,0,0,7,0,0,18,10
MSTRG.23442,857,1843,2307,511,3073,4042,6399,1431,2137,4376,7964,2675,2949,3665,2099,2633,781,1424,3977,3963
MSTRG.23441,284,410,458,97,881,967,1296,465,608,1018,1542,504,526,801,535,563,68,93,497,587
MSTRG.23440,0,6,9,0,6,10,19,10,0,21,48,22,46,35,21,7,0,17,44,30
ENSG00000263312.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.8310,3,0,0,0,2,7,4,3,0,9,0,2,0,0,0,0,6,0,22,22
MSTRG.27359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
MSTRG.27358,0,2,0,0,2,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0
ENSG00000228141.6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
MSTRG.27356,2,2,0,2,0,1,0,2,0,2,26,5,3,14,7,7,2,5,4,10
MSTRG.27355,0,0,0,1,2,0,2,0,0,3,28,6,9,15,11,8,0,4,0,2
MSTRG.27354,1252,2727,2722,457,5003,6759,9025,2806,3592,6400,11219,3596,3166,5384,3684,4760,919,1392,4248,4521
MSTRG.27353,715,1580,1396,331,3115,4219,4676,1679,2279,3787,5348,1822,1879,2378,1474,1873,999,1266,3548,4933
MSTRG.27352,526,911,393,163,2025,2625,2988,1144,1549,2520,3138,1027,1071,1341,982,1077,549,750,2043,2334
MSTRG.27351,1330,3203,4079,485,4794,6482,7970,2740,3347,6006,12107,4331,3820,5520,3905,4571,1260,1844,4669,6364
MSTRG.27350,157,311,140,64,540,749,848,301,477,751,331,82,124,197,142,117,204,333,798,999
ENSG00000224743.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000177143.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270342.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.134,16,28,22,4,18,31,41,7,17,21,111,37,49,61,44,59,7,4,24,47
ENSG00000229595.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000275603.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.17800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231150.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260572.1,3,8,5,0,12,8,5,0,4,16,2,0,0,0,3,0,0,0,8,24
ENSG00000163217.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000271257.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.17802,0,0,0,2,3,0,2,0,0,3,9,0,0,0,2,0,1,0,5,15
MSTRG.33649,2,0,6,0,4,11,7,6,2,6,39,20,17,79,34,0,0,0,10,2
ENSG00000224771.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.8319,592,885,678,204,2855,3567,3883,1529,2148,3481,3165,977,1168,1147,911,952,1375,1967,4670,6233
ENSG00000224999.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.35035,0,3,0,0,3,0,4,0,0,0,17,2,2,3,4,5,0,5,0,4
ENSG00000253103.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.35034,930,2068,2442,506,3404,4448,7203,1859,2582,4781,6359,2359,2333,4457,2647,2536,608,1013,3714,3272
MSTRG.35037,396,821,1054,185,1440,1999,3282,676,1072,2022,1421,409,405,963,514,540,286,444,1779,1775
ENSG00000234950.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.5177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000237956.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.5170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242688.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000214321.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000221536.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.5171,28,66,703,76,0,0,0,52,49,63,0,9,13,32,7,5,37,14,177,291
ENSG00000273509.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255544.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000244246.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000234572.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240087.3,0,0,0,0,2,5,0,3,2,10,4,3,3,6,0,2,0,0,0,11
ENSG00000257762.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000279550.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.15233,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
ENSG00000253237.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000237435.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000224638.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000223489.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000254299.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277029.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231216.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.15899,4,1,9,6,19,12,21,1,10,18,69,11,36,32,30,20,0,6,16,23
MSTRG.15898,2,4,11,0,0,8,15,7,4,9,12,4,17,20,16,5,0,2,4,2
ENSG00000230871.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.15891,671,1335,2411,353,2394,3299,4862,1143,1662,3117,12015,4112,4240,9873,4778,3860,140,263,1051,858
MSTRG.15890,449,878,1491,257,1431,1703,3019,671,940,1776,2144,705,682,1443,669,753,116,232,872,731
MSTRG.15893,15,14,8,8,45,39,60,20,25,28,21,4,6,5,11,6,21,33,78,130
MSTRG.15892,455,754,639,177,1472,1990,2823,808,964,1993,2348,885,732,1366,745,820,280,437,1563,1441
MSTRG.15895,0,3,0,1,5,8,4,3,3,7,7,0,3,2,2,0,5,7,10,19
MSTRG.15894,131,197,224,42,583,747,879,329,373,698,976,302,311,469,285,286,85,100,297,285
MSTRG.15897,738,1411,1469,301,2635,3617,4424,1541,1951,3711,7151,2466,2441,3566,2284,2672,527,949,2655,3167
MSTRG.15896,50,117,83,19,737,839,1029,405,454,852,8306,2805,2644,3895,2837,3161,170,247,348,378
ENSG00000274709.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255134.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000223383.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228781.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000259920.1,0,2,0,0,3,0,0,0,0,2,0,5,0,0,0,0,0,0,3,11
ENSG00000257649.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
ENSG00000197085.11,0,0,4,0,0,0,0,0,0,0,7,0,0,0,5,0,0,0,4,0
ENSG00000275060.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255146.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
ENSG00000231228.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.25841,26,23,35,0,138,152,200,44,63,121,12,11,14,18,11,0,60,103,208,192
MSTRG.25840,12,36,44,4,80,136,172,46,82,84,18,0,8,0,8,12,62,83,224,228
MSTRG.25843,46,174,177,29,199,308,511,135,167,260,617,205,196,313,170,265,64,110,349,260
MSTRG.25842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.25845,854,1980,3346,507,2914,3917,6939,1238,2017,4090,3984,1339,1412,3244,1505,1206,147,361,1578,1393
MSTRG.25844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.25847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.25846,397,720,1040,138,1303,1595,2417,624,747,1636,4117,1516,1333,2227,1370,1453,143,392,879,872
MSTRG.25849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.25848,112,237,372,75,379,449,660,212,265,498,1460,549,496,733,531,623,38,59,234,197
ENSG00000107954.10,0,0,0,0,6,9,20,0,5,18,13,5,0,0,4,0,8,14,47,25
ENSG00000183196.8,0,5,15,5,41,56,65,23,31,64,50,30,27,29,28,27,28,28,50,46
ENSG00000204918.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000226506.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000176049.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000226487.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242654.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000232172.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000206818.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000225544.1,0,0,0,0,2,0,4,8,0,4,0,0,4,2,2,2,0,0,0,1
MSTRG.14276,0,0,2,0,2,6,0,0,0,2,405,126,134,242,153,118,0,3,5,0
MSTRG.14277,0,0,2,0,0,0,0,0,0,0,737,249,208,363,233,306,0,0,0,0
MSTRG.14274,0,0,0,0,0,0,0,0,0,0,37,9,6,5,3,2,0,0,0,0
ENSG00000249368.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.14272,314,634,868,93,833,1081,1468,388,518,905,14920,5457,5319,7643,4643,4868,417,774,1709,1781
MSTRG.14273,157,272,291,90,810,1060,1428,408,472,806,111,60,37,62,46,41,85,128,467,491
MSTRG.14270,8,15,8,0,29,28,43,8,17,32,18,4,4,0,3,3,11,26,58,48
MSTRG.14271,0,3,0,0,5,0,5,0,0,3,0,0,6,0,4,4,0,2,15,26
ENSG00000279584.1,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,4,0
ENSG00000239589.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000235201.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228600.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5
MSTRG.14278,59,151,150,30,505,582,868,230,319,596,180,70,63,98,78,83,72,82,301,377
MSTRG.14279,70,121,45,31,359,319,572,142,247,418,96,44,44,53,31,43,79,75,297,438
ENSG00000222706.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000222862.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000244652.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000170950.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000264277.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000279881.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000279606.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000224405.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000223497.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
ENSG00000109205.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000187116.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274400.1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0
MSTRG.34207,0,14,0,0,8,11,10,8,10,18,20,10,18,25,14,10,0,4,0,14
ENSG00000202233.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.33641,0,3,0,0,15,4,14,0,0,4,6,0,0,0,0,4,0,4,6,0
ENSG00000269565.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000166160.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000182111.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000276135.1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
MSTRG.13138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
MSTRG.13139,12,9,27,5,32,43,27,15,15,30,6,10,4,16,7,6,0,8,48,36
ENSG00000146809.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.13134,531,1032,335,191,2846,3454,3774,1568,2101,3787,2593,886,1363,1384,1162,1062,753,1238,2730,3553
MSTRG.13135,651,1198,1165,238,2346,3146,4097,1326,1660,2617,7522,2572,2476,3471,2562,2936,925,1508,3784,4658
MSTRG.13136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
MSTRG.13137,5,12,8,0,10,19,19,0,4,13,8,4,4,5,5,9,4,12,10,9
MSTRG.13130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.13131,32,57,25,5,130,182,175,58,70,178,11,0,19,7,8,0,52,95,339,430
MSTRG.13132,106,246,393,69,327,454,735,156,212,460,526,225,174,197,185,224,30,45,205,223
ENSG00000267678.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.12263,5,7,0,0,8,8,4,6,7,15,4,0,0,0,6,0,5,3,32,6
MSTRG.12262,564,1117,1303,265,1774,2454,3721,1014,1241,2338,1582,562,580,856,528,622,225,350,1183,1558
MSTRG.12261,193,507,700,128,1122,1542,1916,539,810,1492,3882,1380,1237,2027,1303,1545,185,376,730,902
MSTRG.12260,5,13,8,3,12,17,17,4,17,24,203,65,64,81,83,67,8,23,48,65
MSTRG.12267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.12266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MSTRG.12265,1,1,1,0,1,2,1,1,1,1,1,1,0,0,0,1,3,3,2,4
MSTRG.12264,209,384,367,100,1007,1599,1668,648,814,1520,625,237,266,298,236,221,527,1196,1896,2845
ENSG00000262155.1,11,0,0,0,6,12,14,0,0,16,21,0,0,8,0,13,0,0,0,18
ENSG00000224016.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
